,URL,Title,Type,Floorsize,Carpet_area,Price_per_sqft,Price,Status,No_Of_Bathrooms,Is_new,Description,Facing,Furnishing_status,Locality,About_locality,Amenities_list
119,https://www.makaan.com/mumbai/arth-housing-crown-palace-in-bandra-west-18168972/4bhk-4t-4500-sqft-apartment,"4500 sq ft 4 BHK 4T North facing Apartment for sale at Rs 20.00 crore in Arth Crown Palace 10th floor in Bandra West, Mumbai",4 BHK Apartment ,"4,500 sq ft",2750 sq ft,"44,444/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",200000000,Ready to move,4,,"It’s a 4 bhk multistorey apartment situated in Arth Housing Crown Palace, Bandra West. It has an area of 4500 sqft with a carpet area of 2750 sqft . The property is available at a price of Rs. 20.00 cr (negotiable ). The house is furnished. It has 4 wardrobe, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 4 ac, 4 bed and 1 modular kitchen. It is located on the 10th floor(out of a total of 16 floor(s)). It has power backup as well as maintenance staff. The project also has jogging track, 24 x 7 security, car parking and shopping mall. It is facing north direction. The property is in a complex owned by a co-operative society. It is a 11 year old ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details.",North,Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Shopping Mall', 'Landscaped Gardens', 'BED', 'Dining Table', 'Jogging Track', 'Microwave', 'Lift(s)', 'Refrigerator', ""Children's play area"", 'Washing Machine', '24 X 7 Security', 'Car Parking', 'Gymnasium', 'Full Power Backup', 'Wardrobe', 'AC', 'Gas connection', 'Sofa', 'Maintenance Staff']"
120,https://www.makaan.com/mumbai/nestor-builders-and-developers-tribeca-in-bandra-west-17087578/3bhk-3t-1410-sqft-apartment,"1410 sq ft 3 BHK 3T East facing Apartment for sale at Rs 5.65 crore in Nestor Tribeca 9th floor in Bandra West, Mumbai",3 BHK Apartment ,"1,410 sq ft",1085 sq ft,"40,070/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",56500000,Ready to move,3,,"A spacious 3 bhk multistorey apartment is available for sale in Nestor Builders And Developers Tribeca, Bandra West, Mumbai. It has a salable area of 1410 sqft and is available at a price of Rs. 40,070 per sqft. The house is semi-furnished. It is on 9th floor. The building has a total of 11 floor(s). It is a 2 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities.",East,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['24 X 7 Security', 'Car Parking', 'AC', 'Lift(s)']"
121,https://www.makaan.com/mumbai/builder-project-in-bandra-west-19384505/3bhk-3t-1500-sqft-apartment,"1500 sq ft 3 BHK 3T Completed property Apartment for sale at Rs 7.50 crore in Project in Bandra West, Mumbai",3 BHK Apartment ,"1,500 sq ft",1300 sq ft,"50,000/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",75000000,Ready to move,3,Resale,"It’s a 3 bhk multistorey apartment situated in Bandra West, Mumbai. It has a salable area of 1500 sqft and is available at a price of Rs. 50,000 per sqft. It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details.",,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Full Power Backup', 'AC', 'Dining Table', 'Intercom', 'Lift(s)']"
122,https://www.makaan.com/mumbai/builder-project-in-bandra-west-13234264/2bhk-2t-900-sqft-apartment,"900 sq ft 2 BHK 2T West facing Apartment for sale at Rs 3.50 crore in Project in Bandra West, Mumbai",2 BHK Apartment ,900 sq ft,,"38,888/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",35000000,Ready to move,2,Resale,"It’s a 2 bhk multistorey apartment situated in Bandra West. It has a built-up area of 900 sqft and is priced at Rs. 3.50 cr . It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas.",West,Unfurnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['AC', 'Full Power Backup', 'Gas connection', 'Lift(s)']"
123,https://www.makaan.com/mumbai/rizvi-estates-continental-tower-in-bandra-west-20697125/3bhk-3t-1200-sqft-apartment,"1200 sq ft 3 BHK 3T Apartment for sale at Rs 6.00 crore in Rizvi Continental Tower in Bandra West, Mumbai",3 BHK Apartment ,"1,200 sq ft",1080 sq ft,"50,000/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",60000000,Ready to move,3,Resale,"Well designed 3 bhk multistorey apartment is available at a prime location in Rizvi Estates Continental Tower. It has a salable area of 1200 sqft and is available at a price of Rs. 50,000 per sqft. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details.",,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Club House', 'Intercom', 'Full Power Backup', 'Vaastu Compliant', 'Gas connection', 'AC', '24 X 7 Security', 'Car Parking', 'Gymnasium', 'Jogging Track', 'Maintenance Staff', 'Lift(s)']"
124,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20607452/3bhk-3t-1400-sqft-apartment,"1400 sq ft 3 BHK 3T West facing Apartment for sale at Rs 5.40 crore in Project in Bandra West, Mumbai",3 BHK Apartment ,"1,400 sq ft",1100 sq ft,"38,571/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",54000000,Ready to move,3,Resale,"A 3 bhk property is available for sale in Bandra West, Mumbai. It has an area of 1400 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 5.40 cr . The house is semi-furnished. Its main door is facing west direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details.",West,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Microwave', 'Full Power Backup', ""Children's play area"", 'Gas connection', 'AC', 'Gymnasium', 'Intercom', 'Lift(s)']"
125,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20130521/7bhk-9t-10000-sqft-apartment,"10000 sq ft 7 BHK 9T East facing Completed property Apartment for sale at Rs 50.00 crore in Project in Bandra West, Mumbai",7 BHK Apartment ,"10,000 sq ft",7500 sq ft,"50,000/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",500000000,Ready to move,9,Resale,"7 BHK Apartment for sale in Bandra West, Mumbai with modern-day amenities. The Apartment is in Bandra West which is a promising investment destination in Mumbai. This might be your chance to grab the best 7 BHK property for sale in Bandra West. The property is on floor 11 and the total number of floors is 13. It is a very spacious property, spread over 7500 Square feet. The built-up area is 10000 Square feet. An attached servant room is available with this property. This property has provision for 9 bathroom. This property is auspiciously built and is East-facing. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Lilavati Hospital And Research Centre, P. D. Hinduja Hospital & Medical Research Centre, and Holy Family Hospital. The city's best schools like St. Josephs Convent Primary School, Arya Vidya Mandir High School, and Arya Vidya Mandir are also near this housing project",East,Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Sofa', 'Microwave', 'Refrigerator', 'BED', 'Gas connection', 'AC', 'TV', 'Washing Machine', 'Dining Table']"
126,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20493512/3bhk-3t-1500-sqft-apartment,"1500 sq ft 3 BHK 3T South facing Completed property Apartment for sale at Rs 6.50 crore in Project in Bandra West, Mumbai",3 BHK Apartment ,"1,500 sq ft",1210 sq ft,"43,333/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",65000000,Ready to move,3,Resale,"3 BHK Apartment for sale in Bandra West, Mumbai with modern-day amenities. The Apartment is in Bandra West which is a promising investment destination in Mumbai. This might be your chance to grab the best 3 BHK property for sale in Bandra West. The property is on lower floor and the total number of floors is 8. This 3 BHK Apartment is available at a reasonable price of Rs 6.5 Cr. It is a very spacious property, spread over 1210 Square feet. The built-up area is 1500 Square feet. This property has provision for 3 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Lilavati Hospital And Research Centre, P. D. Hinduja Hospital & Medical Research Centre, and Holy Family Hospital. The city's best schools like St. Josephs Convent Primary School, Arya Vidya Mandir High School. More About This Property 3 BHK Apartment for sale in Bandra West, Mumbai with modern-day amenities. The Apartment is in Bandra West which is a promising investment destination in Mumbai. This might be your chance to grab the best 3 BHK property for sale in Bandra West. The property is on floor 2 and the total number of floors is 8. It is a very spacious property, spread over 1210 Square feet. The built-up area is 1500 Square feet. An attached servant room is available with this property. This property has provision for 3 bathroom. This property is auspiciously built and is South-facing. Lift is provided in this property. Other provisions include Garden, Intercom. This property also enjoys power backup facility. Regular water supply is available. The property has cctv facility. It is a gated community. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Holy Family Multispeciality Hospital Bandra, Lilavati Hospital And Research Centre, and Ojas Eye Hospital. The city's best schools like Bali Guitar Academy, St Joseph's Convent High School, Bandra west., and Duruelo Convent High School are also near this housing project",South,Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Sofa', 'Microwave', 'Refrigerator', 'Full Power Backup', 'BED', 'AC', 'TV', 'Washing Machine', 'Dining Table', 'Intercom', 'Lift(s)']"
127,https://www.makaan.com/mumbai/builder-classic-corner-bandra-in-bandra-west-17686865/2bhk-2t-1125-sqft-apartment,"1125 sq ft 2 BHK 2T Apartment for sale at Rs 4.30 crore in classic corner bandra in Bandra West, Mumbai",2 BHK Apartment ,"1,125 sq ft",830 sq ft,"38,222/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",43000000,Ready to move,2,,"At the Corner of ST Andrew's And Hill Road

Classic Building at the Corner

Two flats of 2bed 835 carpet with 1 car parking each

Cosmopolitan Society

Price 4.30 cr for each home",,Semi-Furnished,Bandra West,,"['Full Power Backup', 'Wardrobe', 'Wifi', 'Gas connection', 'Car Parking', 'Lift(s)']"
128,https://www.makaan.com/mumbai/reputed-builder-kanti-apartments-in-bandra-west-16747353/3bhk-3t-1600-sqft-apartment,"1600 sq ft 3 BHK 3T NorthEast facing Apartment for sale at Rs 8.75 crore in Reputed Builder Kanti Apartments 8th floor in Bandra West, Mumbai",3 BHK Apartment ,"1,600 sq ft",,"54,687/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",87500000,Ready to move,3,,"It’s a 3 bhk multistorey apartment situated in Kanti Apartments, Bandra West, Mumbai. It has a salable area of 1600 sqft and is available at a price of Rs. 54,687 per sqft. It has 3 wardrobe, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 3 ac, 3 bed and 1 modular kitchen. It’s on 8th floor out of 15 floors building. It has power backup. Other amenities include car parking, jogging track, lift available, rain water harvesting, maintenance staff, staff quarter, children's play area, 24 x 7 security and swimming pool. Its main door is facing northeast direction. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. Please contact us for more details.",NorthEast,Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['BED', 'Swimming Pool', 'Dining Table', 'Jogging Track', 'Microwave', 'Vaastu Compliant', 'Lift(s)', 'Rain Water Harvesting', 'Refrigerator', ""Children's play area"", 'Staff Quarter', 'Washing Machine', '24 X 7 Security', 'Car Parking', 'Full Power Backup', 'Wardrobe', 'AC', 'Gas connection', 'Sofa', 'Maintenance Staff']"
129,https://www.makaan.com/mumbai/builder-chand-terrace-in-bandra-west-11701559/3bhk-2t-2500-sqft-apartment,"2500 sq ft 3 BHK 2T Apartment for sale at Rs 19.00 crore in chand terrace in Bandra West, Mumbai",3 BHK Apartment ,"2,500 sq ft",,"76,000/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",190000000,Ready to move,2,,"TRULY LUXURIOUS 3BHK FOR SALE IN BANDRA. The apartment has a panoramic view of the Arabian Sea, beautifully designed with a large living area and a huge terrace. This 3BHK apartment comes with helper’s room and 3 car parks in Chand Terrace a well-known residential building with all modern amenities in the heart of the Queen of Suburbs",,Semi-Furnished,Bandra West,,"['Full Power Backup', 'BED', 'Swimming Pool', 'AC', '24 X 7 Security', 'Car Parking', 'Gymnasium', 'Lift(s)']"
130,https://www.makaan.com/mumbai/builder-project-in-bandra-west-21172593/1bhk-1t-700-sqft-apartment,"700 sq ft 1 BHK 1T East facing Completed property Apartment for sale at Rs 2.00 crore in Project in Bandra West, Mumbai",1 BHK Apartment ,700 sq ft,500 sq ft,"28,571/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",20000000,Ready to move,1,Resale,"It’s a 1 bhk multistorey apartment situated in Bandra West. It has a built-up area of 700 sqft and is priced at Rs. 2.00 cr . It is a semi-furnished property. It has 1 sofa, 1 washing machine, 1 gas connection and 1 ac. It also has 1 bed. It is east facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details.",East,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Sofa', 'Full Power Backup', 'BED', 'Gas connection', 'AC', 'Washing Machine', 'Lift(s)']"
131,https://www.makaan.com/mumbai/enorm-nagpal-realty-sagar-resham-chsl-in-bandra-west-18585532/4bhk-4t-4032-sqft-apartment,"4032 sq ft 4 BHK 4T Apartment for sale at Rs 12.00 crore in Enorm Sagar Resham CHSL in Bandra West, Mumbai",4 BHK Apartment ,"4,032 sq ft",3102 sq ft,"29,761/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",120000000,Under Construction,4,New,"It has a built-up area of 4032 sqft and is priced at Rs. 12.00 cr (negotiable). The house is unfurnished. It has 24 x 7 security as well as swimming pool. The project also has club house, lift(s), car parking, children's play area, rain water harvesting, gymnasium and closed car parking. This residential complex is under-construction as of now. The expected completion date is 30/09/2024. It is situated in the proximity of all the important facilities.",,Unfurnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Rain Water Harvesting', 'Club House', ""Children's play area"", 'Swimming Pool', '24 X 7 Security', 'Car Parking', 'Gymnasium', 'Lift(s)']"
132,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20059745/2bhk-2t-800-sqft-apartment,"800 sq ft 2 BHK 2T West facing Apartment for sale at Rs 4.00 crore in Project in Bandra West, Mumbai",2 BHK Apartment ,800 sq ft,600 sq ft,"50,000/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",40000000,Ready to move,2,Resale,"It’s a 2 bhk multistorey apartment situated in Bandra West, Mumbai. Its main door is facing west direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details.",West,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Full Power Backup', 'BED', 'AC', 'Dining Table', 'Lift(s)']"
133,https://www.makaan.com/mumbai/builder-project-in-bandra-west-12545762/2bhk-2t-950-sqft-apartment,"950 sq ft 2 BHK 2T West facing Completed property Apartment for sale at Rs 4.25 crore in Project in Bandra West, Mumbai",2 BHK Apartment ,950 sq ft,830 sq ft,"44,736/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",42500000,Ready to move,2,Resale,"Well designed 2 bhk multistorey apartment is available at a prime location in Bandra West. It has an area of 950 sqft with a carpet area of 830 sqft . The property is available at a price of Rs. 4.25 cr . It is a semi-furnished property. Furnishings include 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing west direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details.",West,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Club House', 'Microwave', 'Full Power Backup', 'Sports Facility', 'BED', ""Children's play area"", 'Dining Table', 'Swimming Pool', 'Gas connection', 'AC', 'Gymnasium', 'Intercom', 'Lift(s)']"
134,https://www.makaan.com/mumbai/mj-shah-group-81-aureate-in-bandra-west-20186836/4bhk-4t-4939-sqft-apartment,"4939 sq ft 4 BHK 4T Apartment for sale at Rs 20.00 crore in MJ Shah 81 Aureate in Bandra West, Mumbai",4 BHK Apartment ,"4,939 sq ft",4116 sq ft,"40,494/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",200000000,Ready to move,4,New,"Check out this 4 BHK Apartment for sale in Bandra West, Mumbai. This 4 BHK Apartment is perfect for a modern-day lifestyle. Bandra West is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 7. The total number of floors in this project is 18. The property's price is Rs 20.0 Cr. This property is a modern-day abode, with 4939 Square feet built-up area. The carpet-area is 4116 Square feet. The unit has 4 bedrooms and 4 bathroom. Educational institutions are closeby with schools such as Bazar Road Primary Marathi School, Md Zishan, and Anjuman I Islam's High Schools nearby. Healthcare centres such as Lilavati Hospital And Research Centre, P. D. Hinduja Hospital & Medical Research Centre, and S L Raheja Hospital A Fortis Associate are also easily accessible",,Unfurnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Club House', 'Vaastu Compliant', ""Children's play area"", 'Swimming Pool', 'Cafeteria', '24 X 7 Security', 'Car Parking', 'Gymnasium', 'Intercom', 'Lift(s)']"
135,https://www.makaan.com/mumbai/kalpataru-group-nakshatra-in-bandra-west-17147310/3bhk-4t-2888-sqft-apartment,"2888 sq ft 3 BHK 4T Apartment for sale at Rs 15.50 crore in Kalpataru Nakshatra in Bandra West, Mumbai",3 BHK Apartment ,"2,888 sq ft",1580 sq ft,"53,670/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",155000000,Ready to move,4,,"It has a salable area of 2888 sqft and is available at a price of Rs. 53,670 per sqft. It is a furnished property. It has 24 x 7 security as well as car parking. The project also has rain water harvesting, staff quarter, gymnasium, jogging track, lift available and power backup. The property has 4 bathrooms and 2 balconies. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. Please contact for more details.",,Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['BED', 'Dining Table', 'Jogging Track', 'Microwave', 'Vaastu Compliant', 'Wifi', 'Lift(s)', 'Rain Water Harvesting', 'Refrigerator', 'Staff Quarter', 'Washing Machine', '24 X 7 Security', 'Car Parking', 'Gymnasium', 'Full Power Backup', 'Wardrobe', 'AC', 'Gas connection', 'Sofa']"
136,https://www.makaan.com/mumbai/reputed-builder-bharti-apartment-in-bandra-west-19777967/2bhk-965-sqft-apartment,"965 sq ft 2 BHK Apartment for sale at Rs 85.00 lacs in Reputed Builder Bharti Apartment in Bandra West, Mumbai",2 BHK Apartment ,965 sq ft,,"8,808/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",8500000,Ready to move,,Resale,"It’s a 2 bhk multistorey apartment situated in Bharti Apartment, Bandra West. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details.",,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,['Refrigerator']
137,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20607387/2bhk-2t-1000-sqft-apartment,"1000 sq ft 2 BHK 2T West facing Completed property Apartment for sale at Rs 3.80 crore in Project in Bandra West, Mumbai",2 BHK Apartment ,"1,000 sq ft",900 sq ft,"38,000/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",38000000,Ready to move,2,Resale,It’s a 2 bhk multistorey apartment situated in Bandra West. It has a built-up area of 1000 sqft and is priced at Rs. 3.80 cr . The house is semi-furnished. It is facing west direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details.,West,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['AC', 'Full Power Backup', 'Gas connection', 'Lift(s)']"
138,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20607369/2bhk-2t-1000-sqft-apartment,"1000 sq ft 2 BHK 2T West facing Completed property Apartment for sale at Rs 4.60 crore in Project in Bandra West, Mumbai",2 BHK Apartment ,"1,000 sq ft",750 sq ft,"46,000/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",46000000,Ready to move,2,Resale,It has a built-up area of 1000 sqft and is priced at Rs. 4.60 cr . It is facing west direction. It is a ready-to-move-in property. The society is well connected by different modes of transportation. Please contact us for more details.,West,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Full Power Backup', 'AC', 'Gas connection', 'Intercom', 'Lift(s)']"
139,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20797011/2bhk-2t-1100-sqft-apartment,"1100 sq ft 2 BHK 2T Completed property Apartment for sale at Rs 3.60 crore in Project in Bandra West, Mumbai",2 BHK Apartment ,"1,100 sq ft",850 sq ft,"32,727/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",36000000,Ready to move,2,Resale,"Excellent Location . Good Community and society . Well maintained and done up flat More About This Property 2 BHK Apartment for sale in Bandra West, Mumbai - contact now, for details about the most coveted property. This 2 BHK unit is available in Bandra West and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Bandra West. It is on floor 1. The total number of floors is 6. It is a good, spacious Apartment unit with carpet area of 850 Square feet. The built-up area is 1100 Square feet. There are 2 bedrooms and 2 bathroom. This building is equipped with lift. This is a gated community. It is a thoroughly secure premise with cctv facility. Other facilities include provisions for Intercom. This property also enjoys power backup facility. Regular water supply is available. This property is at a walking distance from Holy Family Multispeciality Hospital Bandra, Lilavati Hospital And Research Centre, and Ojas Eye Hospital. The city's best schools such as Bali Guitar Academy, St Joseph's Convent High School, Bandra west., and Duruelo Convent High School are near your residential property",,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Full Power Backup', 'AC', 'Gas connection', 'Intercom', 'Lift(s)']"
140,https://www.makaan.com/mumbai/supreme-universal-corner-view-in-bandra-west-9918973/3bhk-3t-1426-sqft-apartment,"1426 sq ft 3 BHK 3T West facing Apartment for sale at Rs 5.50 crore in Supreme Corner View 11th floor in Bandra West, Mumbai",3 BHK Apartment ,"1,426 sq ft",1097 sq ft,,55000000,Under Construction,3,,"It’s a 3 bhk multistorey apartment situated in Supreme Universal Corner View, Bandra West, Mumbai. It has a built-up area of 1426 sqft and is priced at Rs. 5.50 cr (negotiable). It is facing west direction. This residential complex is under-construction as of now. The expected completion date is 12/07/2021. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Contact us for more details.",West,Semi-Furnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Full Power Backup', 'Car Parking', ""Children's play area"", 'AC', '24 X 7 Security', 'Multipurpose Room', 'Gymnasium', 'Intercom', 'Lift(s)']"
141,https://www.makaan.com/mumbai/builder-project-in-bandra-west-20607467/3bhk-3t-1500-sqft-apartment,"1500 sq ft 3 BHK 3T West facing Completed property Apartment for sale at Rs 6.00 crore in Project in Bandra West, Mumbai",3 BHK Apartment ,"1,500 sq ft",1200 sq ft,"40,000/ sq ft the price/ sq ft of this property is lower than the avg price/ sq ft of Bandra West",60000000,Ready to move,3,Resale,"A 3 bhk property is available for sale in Bandra West, Mumbai. It has a salable area of 1500 sqft and is available at a price of Rs. 40,000 per sqft. It is an unfurnished property. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. Kindly call us for details.",West,Unfurnished,Bandra West,About locality: Bandra West9.8Locality ScoreBandra is a suburb situated in the western part of the city is often termed as the Queen of Suburbs. It is divided into two parts Bandra East and Bandra West . Bandra West is a well-developed area...Know more about the Bandra West,"['Full Power Backup', 'AC', 'Gas connection', 'Gymnasium', 'Lift(s)']"
